gene,20190528_CLK856_DD_CT02_AR05_ACAGAC,20190528_CLK856_DD_CT02_AR05_ACAGGA,20190528_CLK856_DD_CT02_AR05_ACAGTG,20190528_CLK856_DD_CT02_AR05_ACCAAC,20190528_CLK856_DD_CT02_AR05_ACCAGA,20190528_CLK856_DD_CT02_AR05_ACCATG,20190528_CLK856_DD_CT02_AR05_ACGTAC,20190528_CLK856_DD_CT02_AR05_ACGTGA,20190528_CLK856_DD_CT02_AR05_ACGTTG,20190528_CLK856_DD_CT02_AR05_ACTCAC,20190528_CLK856_DD_CT02_AR05_ACTCGA,20190528_CLK856_DD_CT02_AR05_ACTCTG,20190528_CLK856_DD_CT02_AR05_AGACAG,20190528_CLK856_DD_CT02_AR05_AGACCA,20190528_CLK856_DD_CT02_AR05_AGACTC,20190528_CLK856_DD_CT02_AR05_AGCTAG,20190528_CLK856_DD_CT02_AR05_AGCTCA,20190528_CLK856_DD_CT02_AR05_AGCTTC,20190528_CLK856_DD_CT02_AR05_AGGAAG,20190528_CLK856_DD_CT02_AR05_AGGACA,20190528_CLK856_DD_CT02_AR05_AGGATC,20190528_CLK856_DD_CT02_AR05_AGTGAG,20190528_CLK856_DD_CT02_AR05_AGTGCA,20190528_CLK856_DD_CT02_AR05_AGTGTC,20190528_CLK856_DD_CT02_AR05_CAACAG,20190528_CLK856_DD_CT02_AR05_CAACCA,20190528_CLK856_DD_CT02_AR05_CAACTC,20190528_CLK856_DD_CT02_AR05_CACTAG,20190528_CLK856_DD_CT02_AR05_CACTCA,20190528_CLK856_DD_CT02_AR05_CACTTC,20190528_CLK856_DD_CT02_AR05_CAGAAG,20190528_CLK856_DD_CT02_AR05_CAGACA,20190528_CLK856_DD_CT02_AR05_CAGATC,20190528_CLK856_DD_CT02_AR05_CATGAG,20190528_CLK856_DD_CT02_AR05_CATGCA,20190528_CLK856_DD_CT02_AR05_CATGTC,20190528_CLK856_DD_CT02_AR05_CTAGAC,20190528_CLK856_DD_CT02_AR05_CTAGGA,20190528_CLK856_DD_CT02_AR05_CTAGTG,20190528_CLK856_DD_CT02_AR05_CTCAAC,20190528_CLK856_DD_CT02_AR05_CTCAGA,20190528_CLK856_DD_CT02_AR05_CTCATG,20190528_CLK856_DD_CT02_AR05_CTGTAC,20190528_CLK856_DD_CT02_AR05_CTGTGA,20190528_CLK856_DD_CT02_AR05_CTGTTG,20190528_CLK856_DD_CT02_AR05_CTTCAC,20190528_CLK856_DD_CT02_AR05_CTTCGA,20190528_CLK856_DD_CT02_AR05_CTTCTG,20190528_CLK856_DD_CT02_AR05_GAAGAC,20190528_CLK856_DD_CT02_AR05_GAAGGA,20190528_CLK856_DD_CT02_AR05_GAAGTG,20190528_CLK856_DD_CT02_AR05_GACAAC,20190528_CLK856_DD_CT02_AR05_GACAGA,20190528_CLK856_DD_CT02_AR05_GACATG,20190528_CLK856_DD_CT02_AR05_GAGTAC,20190528_CLK856_DD_CT02_AR05_GAGTGA,20190528_CLK856_DD_CT02_AR05_GAGTTG,20190528_CLK856_DD_CT02_AR05_GATCAC,20190528_CLK856_DD_CT02_AR05_GATCGA,20190528_CLK856_DD_CT02_AR05_GATCTG,20190528_CLK856_DD_CT02_AR05_GTACAG,20190528_CLK856_DD_CT02_AR05_GTACCA,20190528_CLK856_DD_CT02_AR05_GTACTC,20190528_CLK856_DD_CT02_AR05_GTCTAG,20190528_CLK856_DD_CT02_AR05_GTCTCA,20190528_CLK856_DD_CT02_AR05_GTCTTC,20190528_CLK856_DD_CT02_AR05_GTGAAG,20190528_CLK856_DD_CT02_AR05_GTGACA,20190528_CLK856_DD_CT02_AR05_GTGATC,20190528_CLK856_DD_CT02_AR05_GTTGAG,20190528_CLK856_DD_CT02_AR05_GTTGCA,20190528_CLK856_DD_CT02_AR05_GTTGTC,20190528_CLK856_DD_CT02_AR05_TCACAG,20190528_CLK856_DD_CT02_AR05_TCACCA,20190528_CLK856_DD_CT02_AR05_TCACTC,20190528_CLK856_DD_CT02_AR05_TCCTAG,20190528_CLK856_DD_CT02_AR05_TCCTCA,20190528_CLK856_DD_CT02_AR05_TCCTTC,20190528_CLK856_DD_CT02_AR05_TCGAAG,20190528_CLK856_DD_CT02_AR05_TCGACA,20190528_CLK856_DD_CT02_AR05_TCGATC,20190528_CLK856_DD_CT02_AR05_TCTGAG,20190528_CLK856_DD_CT02_AR05_TCTGCA,20190528_CLK856_DD_CT02_AR05_TCTGTC,20190528_CLK856_DD_CT02_AR05_TGAGAC,20190528_CLK856_DD_CT02_AR05_TGAGGA,20190528_CLK856_DD_CT02_AR05_TGAGTG,20190528_CLK856_DD_CT02_AR05_TGCAAC,20190528_CLK856_DD_CT02_AR05_TGCAGA,20190528_CLK856_DD_CT02_AR05_TGCATG,20190528_CLK856_DD_CT02_AR05_TGGTAC,20190528_CLK856_DD_CT02_AR05_TGGTGA,20190528_CLK856_DD_CT02_AR05_TGGTTG,20190528_CLK856_DD_CT02_AR05_TGTCAC,20190528_CLK856_DD_CT02_AR05_TGTCGA,20190528_CLK856_DD_CT02_AR05_TGTCTG,gene_low
Act42A,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,3,act42a
Act87E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,act87e
Act88F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,act88f
ade3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ade3
Adh,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adh
adp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adp
Mps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mps1
Ald,4,9,0,0,0,3,0,0,0,1,3,0,0,19,0,43,0,0,8,0,0,0,1,4,0,0,0,0,41,10,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,19,30,8,1,3,2,5,0,0,0,0,0,17,17,0,10,10,1,3,0,27,2,1,0,3,35,0,5,0,1,0,0,0,1,1,0,16,1,0,1,0,0,11,3,4,11,ald
amx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amx
AnxB10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,anxb10
aop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,aop
RpLP0,6,1,0,0,0,1,0,0,0,0,13,0,0,9,0,17,0,0,1,0,0,0,0,7,2,0,0,0,28,25,1,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,4,9,2,0,1,4,7,0,0,0,0,0,22,0,0,13,5,6,0,0,4,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,3,5,12,rplp0
Appl,57,70,0,1,3,3,0,0,1,4,46,2,1,54,2,89,8,0,30,0,0,0,12,227,1,0,4,1,161,48,3,3,0,0,12,0,1,3,3,4,0,2,0,0,0,2,3,4,0,5,40,64,14,3,22,9,34,0,16,0,0,0,83,0,7,86,18,5,0,0,42,2,4,0,4,82,4,10,0,0,0,0,0,4,9,5,21,3,0,1,0,1,57,47,13,25,appl
Aprt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aprt
aret,21,9,0,0,1,1,1,0,1,2,42,0,2,8,0,34,0,1,16,0,0,0,0,27,1,1,1,0,49,17,0,3,0,0,14,2,0,3,3,0,2,0,1,0,0,1,2,2,0,0,33,26,10,3,10,5,21,0,1,1,0,0,58,2,1,34,21,1,0,0,11,1,2,0,1,45,0,0,1,0,0,0,0,3,0,2,9,1,2,3,0,0,35,14,4,23,aret
Arl1,1,1,0,0,0,0,0,1,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,arl1
Argk,17,8,0,0,4,1,1,0,0,1,6,0,0,33,0,17,0,1,6,0,0,8,1,15,0,0,2,0,130,23,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,4,1,1,8,0,13,54,3,1,2,1,65,0,0,1,0,0,46,1,0,52,21,3,0,0,11,1,1,0,4,23,0,1,1,0,0,0,0,9,3,1,16,0,0,0,0,0,28,10,6,47,argk
arm,5,5,0,0,0,2,0,0,0,1,36,0,0,11,0,26,0,0,3,1,0,0,2,15,0,0,1,0,19,10,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,6,0,2,9,7,0,0,0,0,0,16,1,1,9,13,1,0,0,8,0,0,0,3,10,2,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,11,15,2,7,arm
arr,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arr
ash2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ash2
aub,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aub
awd,1,0,0,0,0,0,0,0,0,0,2,1,0,7,0,3,0,0,5,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,1,3,0,0,0,0,0,2,0,0,2,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,awd
b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b
Dll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dll
baz,24,44,0,0,0,7,2,2,4,2,113,2,1,15,0,61,0,0,31,0,0,0,4,43,0,1,2,0,53,31,3,1,1,1,17,3,0,6,12,0,1,1,0,2,0,1,5,4,1,1,56,23,9,1,10,30,37,0,7,1,0,0,66,6,9,101,46,6,1,0,22,14,3,0,4,78,0,1,0,0,0,1,0,5,2,6,32,4,0,0,2,0,94,13,12,54,baz
bcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bcd
ben,6,17,1,1,0,2,8,0,3,2,26,0,1,7,0,41,0,0,11,0,0,0,4,41,0,0,1,1,35,18,2,0,0,0,6,0,0,1,6,1,0,2,0,0,0,0,2,6,0,1,48,23,19,6,7,7,10,0,3,0,1,0,22,4,0,32,15,2,0,0,14,1,2,0,3,28,0,1,0,0,0,0,0,1,1,4,18,2,0,3,2,0,52,9,5,12,ben
bi,8,5,0,0,0,1,1,0,0,2,9,0,0,6,1,11,0,1,6,0,0,0,4,8,1,0,1,0,27,4,1,1,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,15,1,2,1,6,6,5,0,0,0,0,1,15,3,3,23,10,1,1,0,6,4,1,0,2,32,0,0,0,0,0,0,0,2,2,0,6,1,0,0,0,0,23,7,8,4,bi
bib,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bib
bic,19,3,0,0,0,1,0,0,0,0,5,0,0,4,0,8,0,0,2,0,0,0,0,3,1,0,0,0,19,25,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,8,6,2,2,2,3,2,0,2,0,7,0,8,1,0,3,13,0,0,0,7,0,0,0,2,10,0,10,0,1,0,0,0,1,0,0,2,0,1,0,1,0,2,1,0,5,bic
BicD,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,10,2,0,0,0,0,0,4,1,0,12,3,0,0,0,10,16,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,2,0,0,bicd
brm,8,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,9,1,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,3,brm
brn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brn
Bsg25D,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,bsg25d
bsk,1,0,0,0,0,1,1,0,0,0,8,0,0,0,0,5,0,0,1,1,0,0,0,3,0,0,0,0,14,5,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,4,0,0,15,3,0,0,2,0,2,0,0,0,0,0,3,0,1,6,5,2,0,0,2,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,2,1,0,bsk
btd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,btd
bur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bur
by,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,by
ca,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,ca
cact,1,4,0,0,1,0,1,0,0,0,2,0,0,16,0,18,0,0,1,0,0,0,2,7,0,0,0,0,5,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,10,0,1,0,1,5,0,0,0,0,0,1,4,1,10,6,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,2,cact
Cam,106,79,2,12,10,16,5,0,3,20,151,8,6,120,0,420,3,5,154,0,3,1,2,162,3,1,18,2,590,433,16,4,1,10,98,11,0,9,24,21,2,3,1,0,2,13,9,16,7,2,153,155,73,22,75,74,91,2,10,3,2,1,186,29,35,345,139,29,4,0,135,45,13,0,51,370,2,10,1,3,0,1,5,27,29,13,94,20,12,3,2,0,316,121,89,144,cam
capu,3,5,0,0,0,1,0,0,0,0,3,0,0,4,0,16,0,0,1,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,0,capu
car,11,3,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,6,1,0,0,1,2,0,0,0,0,35,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,4,0,1,0,4,0,0,7,3,1,0,0,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,1,1,5,car
CkIIbeta,16,3,0,2,1,0,0,1,1,3,11,0,1,16,0,64,0,3,10,0,0,0,3,33,0,2,1,0,38,16,1,1,0,0,6,1,0,1,4,0,0,0,0,0,0,0,25,1,0,0,12,13,12,1,5,3,15,0,1,0,1,0,23,1,2,19,26,6,0,0,7,16,7,0,2,106,0,1,0,0,0,1,0,3,1,0,21,2,1,1,0,0,13,31,3,18,ckiibeta
Cat,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,cat
Pka-C1,12,27,0,0,0,2,1,0,0,0,22,0,0,73,0,31,0,0,18,0,0,0,2,54,2,0,11,0,172,24,2,0,0,1,14,0,0,2,21,1,3,0,0,0,0,1,12,6,1,7,61,215,25,2,3,2,33,0,0,0,2,0,34,3,1,55,27,1,0,0,31,2,7,0,5,57,0,1,0,7,0,0,0,1,3,1,26,2,0,1,1,0,34,16,5,52,pka-c1
Cp190,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,cp190
Cf2,3,2,0,1,0,4,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,6,0,0,9,5,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,cf2
salr,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,salr
cg,2,18,0,1,0,0,1,0,0,0,2,0,0,4,0,9,0,0,2,0,0,0,0,7,0,0,0,0,19,16,1,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,13,12,2,0,1,1,1,0,0,0,0,0,16,0,1,6,6,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,3,0,3,cg
ChAT,15,13,0,0,1,2,0,1,0,0,15,0,2,3,0,23,0,0,12,0,0,0,3,15,2,2,5,0,107,18,0,0,0,0,13,2,0,2,2,0,3,0,0,0,0,0,1,3,2,0,18,18,3,2,3,7,14,1,0,0,1,2,168,3,0,75,20,1,1,0,7,2,1,0,12,46,0,0,0,0,0,0,0,8,2,1,11,3,0,0,1,0,22,7,10,19,chat
chif,16,8,0,1,0,0,0,0,1,0,15,0,0,12,0,34,0,0,4,0,0,0,0,6,0,0,0,0,12,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,1,1,0,0,1,0,0,0,6,0,0,7,2,1,1,0,5,0,1,0,4,6,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,14,4,1,10,chif
chic,13,9,0,0,3,0,1,0,0,1,43,0,0,13,0,19,0,0,2,0,0,0,0,8,0,0,1,2,26,21,1,0,0,0,18,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,13,7,14,13,3,6,6,0,3,0,0,0,8,0,0,22,13,2,1,0,23,6,2,0,2,31,1,1,0,0,0,1,0,20,1,3,14,2,0,2,2,0,24,9,0,2,chic
cin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cin
cl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cl
Chc,1,1,1,0,0,1,1,0,0,0,1,0,1,25,0,13,0,0,0,0,0,0,0,3,0,0,2,0,16,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,21,0,0,0,3,1,0,0,0,0,0,15,0,0,14,6,1,0,0,3,5,0,0,3,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,16,0,3,chc
eya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,eya
