,amon,brp,cac,Cadps,Fife,Liprin-alpha,Pdf,Rab27,Rab3,Rbp,RhoGAP100F,Rim,Snap25,Syb,Syt1,Syt12,Syt14,Syt4,Syt7,Sytalpha,Sytbeta,Syx13,Syx16,Syx17,Syx18,Syx4,Syx5,Syx6,Syx7,Syx8,unc-13,date,experiment,exp_time
20190309_CLK856_LD_ZT10_AR07_GAGTAC,29,27,21,14,40,7,119,0,21,16,14,26,28,0,100,4,0,20,17,1,6,1,0,1,0,0,3,3,0,0,45,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GAGTGA,1,1,0,2,0,0,9,0,2,1,2,1,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GAGTTG,5,8,2,2,5,1,12,0,3,2,1,6,4,0,19,1,0,3,1,0,3,0,0,0,0,0,0,0,0,1,11,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GATCAC,48,32,21,14,31,3,172,2,32,24,10,51,43,0,150,0,0,29,18,0,13,3,0,0,0,0,2,4,5,0,90,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GATCGA,0,0,0,0,1,0,5,0,2,0,0,1,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GATCTG,1,14,9,6,11,0,32,0,11,7,5,10,6,0,35,0,0,5,3,1,2,0,0,0,0,0,0,5,1,0,33,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTACAG,4,28,29,25,21,5,95,0,44,29,28,56,15,0,84,3,1,27,8,2,6,0,0,1,0,0,1,1,3,0,72,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTACCA,0,1,0,1,0,0,9,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTACTC,12,13,14,5,11,8,42,0,23,11,8,11,13,0,52,0,1,7,10,0,3,0,0,1,1,0,0,0,0,0,42,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTCTAG,1,6,6,3,3,5,38,0,4,5,8,15,4,0,26,0,0,3,2,0,2,1,0,0,0,0,0,0,1,0,20,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTCTCA,0,3,2,3,12,0,20,0,2,3,5,2,3,0,10,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,13,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTCTTC,12,55,50,44,21,15,116,0,21,47,33,65,64,0,279,3,0,32,17,1,8,2,0,1,0,1,1,9,3,0,147,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTGAAG,6,9,12,6,2,0,47,0,1,14,4,18,3,0,16,0,0,2,1,1,6,0,0,0,0,0,0,0,0,0,33,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTGACA,7,10,9,8,7,4,78,0,12,10,9,22,5,0,51,1,0,7,2,1,7,1,0,0,0,0,1,0,0,0,53,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTGATC,7,10,7,2,14,1,36,0,14,8,8,10,6,0,24,0,1,9,4,2,3,0,0,0,1,0,0,0,0,1,39,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTTGAG,20,13,13,16,10,0,43,0,8,12,7,21,8,0,51,0,0,11,3,0,3,2,0,0,0,1,0,2,0,0,24,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTTGCA,1,0,2,0,2,0,10,0,3,1,2,1,2,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_GTTGTC,7,32,22,13,10,3,109,0,15,19,19,37,17,0,115,2,0,16,9,0,4,2,0,0,0,0,0,3,7,0,50,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCACAG,2,3,9,3,6,0,58,0,2,1,4,13,7,0,20,0,0,3,6,3,3,0,0,0,0,0,0,2,1,1,17,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCACCA,1,1,0,0,0,0,7,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCACTC,62,19,25,17,50,9,99,2,11,15,32,29,13,0,75,2,0,19,8,0,15,0,2,0,0,0,0,2,4,0,76,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCCTAG,15,24,23,14,17,19,114,1,27,35,18,85,14,0,151,0,0,25,14,0,5,3,0,0,2,0,0,1,3,0,110,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCCTCA,9,23,7,24,19,11,64,0,13,19,15,28,19,0,109,1,0,21,13,0,15,0,1,0,0,0,0,1,3,0,64,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCCTTC,18,16,36,44,18,6,112,0,24,26,19,52,18,0,128,4,1,20,15,0,15,3,1,1,0,0,0,7,10,0,95,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCGAAG,2,2,1,0,3,1,16,0,3,3,1,6,3,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCGACA,5,12,8,9,10,1,57,0,8,13,15,24,4,0,59,0,1,14,5,1,0,1,0,0,0,0,1,2,4,0,73,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCGATC,17,10,12,12,35,1,91,0,12,19,21,34,15,0,61,1,0,30,23,9,3,0,0,1,0,0,1,7,0,0,54,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCTGAG,9,31,25,22,28,4,42,0,24,7,12,26,15,0,61,0,1,29,2,0,3,0,1,0,0,1,0,1,3,0,55,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCTGCA,9,3,4,5,8,1,686,0,5,14,9,11,4,0,33,0,0,8,8,0,14,1,0,0,0,0,0,1,5,0,14,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TCTGTC,16,27,19,22,33,12,174,2,46,38,21,77,44,0,194,4,0,47,25,6,19,1,3,0,0,1,0,11,3,0,116,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGAGAC,1,9,2,8,9,2,76,0,7,6,6,7,5,0,32,0,0,6,1,1,4,0,0,0,0,1,2,0,2,0,17,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGAGGA,2,2,1,0,1,0,16,0,4,0,1,1,2,0,20,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,6,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGAGTG,7,13,4,2,11,2,22,0,11,22,10,28,7,0,33,0,4,16,7,0,3,0,0,0,0,1,0,3,1,0,47,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGCAAC,8,10,8,6,22,3,60,0,15,25,10,16,16,0,72,1,1,12,8,0,6,0,0,0,0,0,1,1,1,0,67,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGCAGA,0,10,3,1,2,0,26,0,2,3,1,6,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGCATG,10,4,5,3,8,3,39,0,13,12,5,14,12,0,32,0,0,8,0,0,1,0,0,1,0,0,0,0,1,0,17,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGGTAC,19,13,7,12,15,2,108,0,21,19,15,22,17,0,62,0,2,31,4,5,23,0,0,1,0,0,0,5,4,0,99,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGGTGA,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGGTTG,0,1,0,0,0,0,4,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGTCAC,6,3,11,18,17,1,75,1,6,14,9,29,25,0,75,0,0,24,3,2,3,0,0,0,0,0,0,10,0,0,62,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGTCGA,0,2,5,1,3,0,17,0,2,10,1,4,5,0,15,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,12,2019-03-09,LD,ZT10
20190309_CLK856_LD_ZT10_AR07_TGTCTG,4,3,13,11,7,2,27,0,7,8,5,12,9,1,23,2,0,9,4,0,4,0,0,0,0,0,0,1,4,0,18,2019-03-09,LD,ZT10
20181215_CLK856_LD_ZT14_AR07_ACAGAC,6,8,25,5,14,2,53,0,7,9,8,34,2,1,36,4,2,22,9,7,8,0,1,0,0,14,1,5,1,0,35,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACAGGA,14,16,42,11,11,20,81,0,27,17,9,43,11,0,116,4,1,40,13,9,15,3,0,1,0,23,4,6,8,0,42,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACAGTG,1,0,2,0,0,1,3,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACCAAC,33,16,20,9,4,4,60,0,17,6,4,50,5,1,16,1,0,22,4,4,7,0,0,1,1,6,1,7,9,0,21,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACCAGA,18,9,17,7,10,9,71,0,9,12,4,28,6,0,35,3,0,23,6,3,6,0,0,0,0,17,1,1,2,0,52,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACCATG,36,14,19,3,13,7,32,0,9,7,2,43,2,0,44,0,0,18,7,4,2,0,0,0,0,10,0,6,1,0,42,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACGTAC,1,5,8,1,3,0,25,0,3,11,2,18,1,1,15,4,0,9,2,2,0,0,0,0,1,5,0,1,0,0,9,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACGTGA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACGTTG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACTCAC,4,2,7,0,5,2,28,0,4,1,2,12,1,0,7,2,0,5,1,0,2,1,0,0,0,8,0,0,0,0,7,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACTCGA,7,5,11,5,3,5,13,0,12,8,6,16,1,1,30,1,0,21,2,7,2,1,0,0,0,10,1,0,0,0,12,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_ACTCTG,1,7,10,4,3,2,13,0,4,1,7,9,2,0,8,2,0,8,2,0,1,0,0,0,0,3,1,2,0,0,2,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGACAG,2,7,15,11,10,3,15,0,4,5,2,13,0,1,11,2,0,6,1,0,6,1,0,0,0,4,2,2,1,1,17,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGACCA,5,1,15,2,8,1,401,0,9,5,5,25,2,0,56,0,0,18,8,1,20,0,0,0,0,13,0,7,2,1,21,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGACTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGCTAG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGCTCA,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGCTTC,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGGAAG,1,12,22,3,12,0,43,0,11,12,5,21,8,0,36,1,0,15,2,4,11,1,0,1,0,13,2,3,1,0,37,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGGACA,2,8,6,2,1,1,21,0,6,1,2,10,0,0,18,0,0,4,3,2,0,1,0,0,0,5,0,5,1,0,11,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGGATC,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGTGAG,6,1,14,9,9,11,19,0,6,8,1,18,2,0,10,0,0,4,2,2,3,1,0,0,0,7,0,0,2,0,22,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGTGCA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_AGTGTC,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CAACAG,7,11,18,6,13,0,730,0,14,8,3,22,0,0,26,2,0,31,6,1,12,0,1,0,0,4,1,12,2,0,19,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CAACCA,8,6,13,3,35,2,624,0,7,7,3,39,2,0,9,1,0,8,1,0,3,0,1,0,0,10,1,4,0,2,19,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CAACTC,51,4,16,1,24,4,32,0,2,22,3,33,3,0,20,0,0,11,2,0,3,0,0,0,0,8,0,1,0,0,21,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CACTAG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CACTCA,6,12,25,7,18,3,60,0,18,24,12,29,4,1,34,6,0,24,7,10,3,0,1,0,1,19,1,8,3,1,23,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CACTTC,8,18,18,3,19,3,15,0,10,10,5,21,3,0,34,3,0,8,4,1,6,1,0,0,0,6,0,1,1,0,19,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CAGAAG,3,18,11,1,7,4,34,0,8,7,6,13,3,2,20,4,0,8,5,5,10,0,0,0,0,9,0,5,2,0,11,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CAGACA,5,4,8,0,6,4,21,0,5,4,0,16,1,0,10,0,0,3,2,1,3,0,0,0,0,14,0,4,5,0,12,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CAGATC,15,19,25,3,6,16,1265,0,17,8,13,44,1,0,30,2,0,24,3,2,11,2,0,0,1,21,1,1,1,1,24,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CATGAG,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CATGCA,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CATGTC,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTAGAC,1,0,0,0,1,0,7,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTAGGA,8,2,11,4,9,4,26,3,1,14,4,14,0,0,8,0,0,6,4,1,4,0,0,0,0,6,0,2,1,0,21,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTAGTG,1,0,2,0,0,1,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTCAAC,50,9,33,9,22,15,57,0,19,20,15,76,11,1,54,2,0,39,6,7,19,0,0,2,1,9,2,3,0,0,41,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTCAGA,7,10,29,12,20,3,40,1,22,6,11,33,11,1,54,0,0,17,4,2,9,1,0,1,0,11,1,2,0,0,27,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTCATG,6,6,25,5,4,3,32,0,9,7,14,45,2,0,38,3,0,22,5,4,3,2,0,0,0,15,1,4,3,0,60,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTGTAC,2,0,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTGTGA,19,9,22,5,7,8,34,0,13,4,2,14,1,1,21,2,0,11,2,1,2,3,2,0,0,16,2,2,0,0,21,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTGTTG,6,8,18,5,12,3,17,1,4,7,0,36,1,0,32,1,0,7,4,3,4,0,0,1,0,12,0,6,0,1,22,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTTCAC,34,28,52,21,8,8,51,0,16,9,31,46,14,0,74,2,0,23,11,0,3,0,2,0,1,20,2,7,5,0,66,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTTCGA,18,13,17,5,7,1,32,0,8,14,4,28,2,0,41,1,0,16,5,5,6,0,0,0,0,11,0,5,2,1,40,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_CTTCTG,3,8,17,2,5,9,18,1,9,10,2,23,3,0,24,5,0,9,4,5,3,0,0,0,0,15,1,5,1,0,37,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GAAGAC,12,3,17,2,4,5,11,0,2,3,12,15,0,0,13,0,0,9,2,1,1,0,0,0,0,2,1,2,2,0,12,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GAAGGA,7,6,21,6,8,7,35,0,5,10,4,29,12,0,45,1,0,9,6,1,11,1,0,0,0,16,2,0,1,0,28,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GAAGTG,1,1,3,1,1,4,9,0,0,2,1,9,0,1,4,1,0,1,1,0,0,0,0,0,0,2,3,0,0,0,5,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GACAAC,17,7,29,7,14,2,37,0,4,5,1,20,3,0,31,2,0,13,8,2,17,1,0,2,0,12,1,2,4,1,23,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GACAGA,4,3,3,0,1,0,7,0,0,1,1,8,3,0,7,0,0,3,1,0,2,0,0,0,0,4,0,0,0,0,3,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GACATG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GAGTAC,33,11,25,4,10,3,47,0,11,11,6,26,8,0,40,5,0,22,9,2,2,1,0,0,1,14,0,3,0,0,28,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GAGTGA,1,2,4,3,0,0,11,0,11,2,2,0,1,0,2,0,0,4,1,1,0,0,0,0,0,4,0,1,1,0,1,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GAGTTG,4,2,18,1,6,0,13,0,5,5,2,10,3,0,13,4,0,14,1,0,0,1,0,0,1,5,0,0,1,0,12,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GATCAC,2,2,0,0,0,3,6,0,6,2,0,5,0,1,13,1,0,3,2,0,1,0,0,0,0,1,1,1,0,0,3,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GATCGA,1,1,3,2,0,0,10,0,3,3,0,3,2,1,4,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GATCTG,4,7,18,4,14,1,386,0,6,4,4,17,1,0,19,1,1,14,1,1,12,0,0,1,0,7,0,0,3,0,21,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTACAG,0,0,1,1,0,0,4,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTACCA,4,0,0,0,1,1,10,0,1,1,1,2,0,0,3,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,2,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTACTC,0,0,1,1,1,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTCTAG,0,1,2,2,1,0,2,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTCTCA,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTCTTC,14,12,34,2,10,2,52,0,12,7,14,18,5,0,43,3,1,35,4,5,16,1,2,0,0,13,1,1,4,0,24,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTGAAG,0,0,5,0,0,0,7,0,1,1,1,4,0,0,9,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTGACA,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTGATC,0,0,1,1,1,0,7,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTTGAG,1,2,10,0,0,5,13,0,0,3,10,5,2,0,11,2,0,3,2,0,2,0,0,0,0,7,0,0,0,0,10,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTTGCA,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_GTTGTC,1,15,23,5,12,4,29,0,8,16,4,28,6,2,48,0,0,27,13,1,5,0,0,0,0,9,3,4,5,0,21,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCACAG,0,0,1,0,3,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCACCA,4,25,39,10,17,4,40,1,15,10,6,22,5,0,54,1,0,26,8,7,3,1,1,1,0,16,0,1,11,0,32,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCACTC,10,20,59,8,27,8,57,0,36,16,17,36,24,0,86,9,1,14,14,6,9,1,0,1,1,15,1,3,0,0,44,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCCTAG,2,4,11,1,3,0,13,0,2,4,1,11,1,1,4,1,0,3,0,2,1,0,0,0,0,4,0,1,0,0,6,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCCTCA,19,17,24,8,70,3,44,0,22,14,1,21,16,0,73,1,0,14,8,0,4,1,1,1,2,6,0,4,5,0,16,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCCTTC,6,1,5,1,9,5,21,0,2,8,1,23,0,0,23,2,0,2,7,1,4,2,0,3,0,4,0,2,2,0,14,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCGAAG,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCGACA,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCGATC,0,1,2,1,0,0,3,0,1,1,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCTGAG,4,6,21,2,1,1,12,1,2,4,2,13,0,1,7,1,0,2,1,0,1,0,0,0,0,4,3,2,0,0,11,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCTGCA,1,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TCTGTC,23,8,20,0,2,9,15,0,9,9,5,20,2,0,40,0,0,11,3,0,3,0,0,0,1,7,0,2,1,0,27,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TGAGAC,2,3,3,0,1,2,7,0,2,1,1,9,2,0,12,0,0,9,1,2,3,1,0,0,0,2,1,2,0,0,4,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TGAGGA,18,8,15,2,1,1,25,0,6,4,2,19,1,0,10,1,1,8,4,0,11,1,0,0,0,9,0,2,2,1,19,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TGAGTG,2,1,8,1,4,3,11,0,5,3,3,15,3,0,4,0,0,13,3,0,0,1,0,0,0,3,0,1,0,0,13,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TGCAAC,4,5,25,7,4,2,48,0,16,5,10,23,3,0,29,5,0,15,14,1,4,1,0,1,1,19,2,1,1,0,44,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TGCAGA,76,9,31,6,9,5,74,0,30,23,6,38,21,1,90,1,1,35,15,5,8,6,0,1,1,20,1,7,3,0,44,2018-12-15,LD,ZT14
20181215_CLK856_LD_ZT14_AR07_TGCATG,5,11,34,5,12,12,41,0,22,14,7,40,0,0,41,1,0,11,12,2,6,2,0,0,0,26,0,7,1,1,23,2018-12-15,LD,ZT14
