,DIP-gamma,DIP-beta,DIP-delta,DIP-theta,Idents,date,experiment,exp_time
20190228_CLK856_LD_ZT18_AR07_TCTGAG,0,0,0,0,6:DN1p,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TCTGCA,0,3,0,1,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TCTGTC,0,0,0,1,29:LPN,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TGCAGA,0,0,0,0,25:l_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TGGTAC,0,0,1,0,2:s_LNv,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TGTCAC,0,0,0,1,29:LPN,2019-02-28,LD,ZT18
20190228_CLK856_LD_ZT18_AR07_TGTCTG,0,1,2,0,12:LNd,2019-02-28,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_ACAGAC,1,4,12,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_ACCAAC,0,1,2,3,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_ACGTAC,2,1,8,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_ACGTGA,0,1,5,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_ACGTTG,1,3,11,1,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_ACTCTG,0,2,0,2,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_AGGACA,1,6,4,0,25:l_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_AGGATC,0,0,3,3,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_AGTGAG,0,2,4,1,15:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_AGTGCA,1,1,12,1,12:LNd,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_AGTGTC,1,2,11,1,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CAGAAG,1,3,8,2,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CAGACA,2,5,8,0,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CAGATC,0,3,1,3,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CATGAG,0,10,3,1,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CTAGAC,2,10,17,1,12:LNd,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CTAGTG,0,12,13,3,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CTCATG,0,1,5,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CTGTAC,0,3,22,1,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CTGTTG,6,0,4,0,20:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_CTTCTG,1,3,10,5,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GAAGAC,0,3,3,0,25:l_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GAAGGA,0,3,1,4,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GAAGTG,3,2,2,3,15:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GACAGA,0,0,2,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GAGTTG,2,0,2,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GATCAC,1,20,3,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GTACCA,0,2,7,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GTCTAG,3,4,1,4,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GTCTCA,1,2,7,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GTGATC,0,2,2,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_GTTGCA,0,1,1,5,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_TCACTC,2,1,4,0,20:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_TCCTCA,1,1,1,1,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_TCGAAG,0,1,2,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_TCTGCA,0,1,2,3,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_TCTGTC,1,23,3,1,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_TGAGGA,0,0,0,1,25:l_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_TGAGTG,0,0,3,1,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR02_TGTCTG,0,0,1,0,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_ACAGGA,1,4,4,0,12:LNd,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_ACCAAC,6,18,2,1,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_ACGTAC,0,2,0,1,29:LPN,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_ACGTGA,8,3,1,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_ACGTTG,2,1,1,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_ACTCGA,1,0,0,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_AGACAG,3,17,6,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_AGCTTC,4,4,8,3,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_AGGATC,0,5,2,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_AGTGAG,1,1,6,4,15:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_AGTGCA,6,7,3,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_AGTGTC,2,1,0,2,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CAACTC,0,0,1,18,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CACTAG,2,0,0,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CACTCA,3,4,10,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CATGTC,10,3,6,8,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CTAGGA,5,3,6,1,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CTCATG,4,2,7,2,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CTGTTG,1,0,4,4,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CTTCGA,1,0,0,8,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_CTTCTG,2,1,3,1,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GAAGAC,5,1,4,4,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GAAGGA,4,2,11,0,5:LNd_Trissin,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GACAAC,3,17,4,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GACAGA,8,3,14,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GAGTGA,1,4,0,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GAGTTG,1,0,0,3,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GATCAC,4,14,3,1,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GATCGA,3,0,3,4,15:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GTACCA,7,2,12,2,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GTACTC,3,2,0,2,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GTCTCA,5,0,2,1,20:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GTCTTC,5,4,19,0,12:LNd,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_GTTGAG,0,9,3,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TCACAG,8,4,2,12,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TCACTC,3,0,10,0,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TCCTCA,5,24,2,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TCCTTC,8,0,31,0,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TCTGAG,4,2,1,4,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TGCATG,5,1,3,1,15:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TGGTAC,6,2,3,0,20:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TGGTTG,1,0,22,1,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TGTCAC,11,4,3,1,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TGTCGA,5,1,3,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR03_TGTCTG,3,1,2,1,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_ACCAGA,0,0,0,0,12:LNd,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_ACGTGA,0,0,0,1,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_ACTCGA,0,13,2,1,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_ACTCTG,1,0,0,2,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_AGACAG,0,0,0,6,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_AGGACA,1,0,3,0,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_AGTGAG,0,0,0,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_AGTGCA,0,1,0,2,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_AGTGTC,0,0,0,0,12:LNd,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CAACAG,0,0,0,0,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CACTTC,0,0,22,0,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CAGACA,0,1,3,0,25:l_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CAGATC,0,3,0,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CATGAG,0,0,0,0,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CTAGGA,0,0,0,4,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CTAGTG,1,1,0,0,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CTCAAC,1,1,0,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CTGTAC,0,3,1,10,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_CTTCAC,0,0,0,7,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GAAGGA,0,0,0,0,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GACAAC,0,0,10,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GAGTAC,0,0,0,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GATCAC,0,1,3,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GATCGA,0,0,0,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTACAG,0,0,0,0,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTACCA,0,1,0,3,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTCTAG,0,0,0,0,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTCTTC,2,0,0,20,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTGAAG,0,0,26,0,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_GTGATC,0,0,5,0,5:LNd_Trissin,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCCTCA,0,2,0,1,29:LPN,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCCTTC,0,4,3,0,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCGAAG,0,0,0,1,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TCTGCA,0,0,11,0,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGAGGA,0,0,0,0,20:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGCAAC,6,0,0,9,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGGTAC,0,0,0,1,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGTCAC,0,0,0,0,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGTCGA,0,0,0,10,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR06_TGTCTG,0,0,2,0,8:LN_ITP,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACAGAC,1,0,0,0,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACAGTG,0,0,5,0,5:LNd_Trissin,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACCAAC,1,0,0,2,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACGTTG,0,0,6,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_ACTCGA,0,0,0,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGACAG,0,0,0,3,15:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGCTCA,0,0,0,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGGAAG,0,0,0,6,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_AGGATC,0,0,0,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAACAG,0,0,0,0,20:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAACCA,0,0,0,0,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CACTTC,0,0,0,0,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAGAAG,0,0,0,3,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CAGATC,0,0,0,0,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CATGTC,0,0,1,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTCAAC,0,0,0,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTCAGA,0,0,0,0,15:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTCATG,0,0,0,0,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_CTTCGA,0,0,3,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GACATG,0,0,0,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GAGTAC,0,0,0,11,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTACAG,0,0,0,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTACTC,0,0,0,1,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_GTTGCA,2,0,0,8,15:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCACAG,0,0,2,0,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TCTGAG,0,0,0,1,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGAGGA,0,0,0,0,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGAGTG,1,0,0,0,20:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR07_TGCATG,0,5,0,1,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACAGTG,0,0,0,0,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACCAAC,0,5,0,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACCATG,0,0,1,1,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACGTAC,0,0,0,0,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACGTGA,0,1,7,0,5:LNd_Trissin,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_ACTCTG,0,0,0,0,19:DN2,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_AGACAG,0,0,0,6,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_AGCTTC,0,0,0,16,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CAACAG,0,1,1,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CAACTC,0,1,0,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CACTTC,0,0,18,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CAGAAG,3,0,0,3,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CAGACA,0,0,13,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CTCAAC,0,0,0,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CTCATG,0,0,0,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CTGTAC,2,0,0,1,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CTTCAC,0,0,7,0,9:LNd_NPF,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CTTCGA,0,0,2,1,25:l_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_CTTCTG,0,1,0,3,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GAGTGA,0,0,2,0,5:LNd_Trissin,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GATCAC,0,1,0,0,3:DN1a,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GATCGA,1,0,0,0,1:DN1p_CNMa,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GTACAG,1,5,1,1,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GTCTAG,0,0,0,3,7:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GTCTCA,0,0,0,0,4:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GTGACA,0,0,1,0,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GTGATC,0,2,4,0,5:LNd_Trissin,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_GTTGCA,0,0,3,3,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_TCCTAG,1,0,0,1,6:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_TCTGCA,0,0,0,0,2:s_LNv,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_TGAGAC,0,0,0,0,20:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_TGCAAC,0,0,0,11,18:DN1p,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_TGCATG,1,7,0,0,14:DN3,2019-03-01,LD,ZT18
20190301_CLK856_LD_ZT18_AR12_TGTCTG,0,0,0,1,29:LPN,2019-03-01,LD,ZT18
20190219_CLK856_LD_ZT22_AR04_ACAGTG,1,6,0,2,2:s_LNv,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_ACGTAC,0,0,0,5,7:DN1p,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_ACTCAC,1,1,0,0,1:DN1p_CNMa,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_ACTCTG,0,1,8,0,1:DN1p_CNMa,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_AGCTCA,0,3,4,0,2:s_LNv,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_AGGAAG,0,1,2,0,14:DN3,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_AGGATC,0,0,0,8,18:DN1p,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_AGTGCA,0,0,1,1,1:DN1p_CNMa,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_AGTGTC,0,2,1,0,14:DN3,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CAACCA,0,0,1,5,18:DN1p,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CAACTC,0,0,31,1,12:LNd,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CACTTC,2,9,8,0,2:s_LNv,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CATGAG,0,0,0,3,19:DN2,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CATGTC,1,1,0,1,14:DN3,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CTAGAC,0,0,0,0,19:DN2,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CTAGGA,0,1,0,2,7:DN1p,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CTCAGA,0,0,1,1,2:s_LNv,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CTCATG,0,0,3,3,1:DN1p_CNMa,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CTGTAC,0,2,0,1,20:DN3,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_CTGTGA,0,6,2,0,3:DN1a,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GACAAC,2,1,0,0,1:DN1p_CNMa,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GATCAC,0,0,22,0,5:LNd_Trissin,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GATCTG,0,1,0,1,20:DN3,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GTCTAG,0,0,0,0,25:l_LNv,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GTCTTC,0,0,1,0,4:DN1p,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GTGACA,0,4,2,1,7:DN1p,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GTGATC,0,0,5,0,12:LNd,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GTTGCA,0,18,0,0,25:l_LNv,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_GTTGTC,0,0,0,0,3:DN1a,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TCACAG,0,1,2,1,1:DN1p_CNMa,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TCCTAG,0,0,1,0,29:LPN,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TCCTCA,0,1,0,3,19:DN2,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TCCTTC,0,1,4,1,2:s_LNv,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TCGATC,0,2,1,0,14:DN3,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TCTGCA,0,6,1,0,2:s_LNv,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TGAGAC,0,1,3,1,1:DN1p_CNMa,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TGAGGA,0,1,0,0,14:DN3,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TGAGTG,0,0,0,3,6:DN1p,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TGCAAC,0,4,43,2,8:LN_ITP,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TGCAGA,0,9,1,1,19:DN2,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TGCATG,1,4,9,4,9:LNd_NPF,2019-02-19,LD,ZT22
20190219_CLK856_LD_ZT22_AR04_TGGTAC,0,3,7,0,12:LNd,2019-02-19,LD,ZT22
